-0.000036,0.000030,9.799976,0.000000,-0.000000,-0.000000
0.000058,-0.000002,9.799986,0.000000,-0.000000,-0.000000
0.000011,-0.000033,9.799999,0.000000,-0.000000,-0.000000
0.000049,0.000034,9.799992,0.000000,-0.000000,-0.000000
-0.000005,0.000030,9.800009,0.000000,-0.000000,-0.000000
0.000062,-0.000030,9.799930,0.000000,-0.000000,-0.000000
-0.000040,0.000034,9.799983,0.000000,-0.000000,-0.000000
-0.000096,-0.000010,9.800009,0.000000,-0.000000,-0.000000
0.000047,0.000047,9.799976,0.000000,-0.000000,-0.000000
0.000066,0.000040,9.799970,0.000000,-0.000000,-0.000000
0.000000,-0.000028,9.799962,0.000000,-0.000000,-0.000000
-0.000048,0.000022,9.799978,0.000000,-0.000000,-0.000000
-0.000057,0.000012,9.800031,0.000000,-0.000000,-0.000000
-0.000028,0.000020,9.800058,0.000000,-0.000000,-0.000000
-0.000001,-0.000058,9.799975,0.000000,-0.000000,-0.000000
0.000067,0.000060,9.799958,0.000000,-0.000000,-0.000000
-0.000048,0.000008,9.799950,0.000000,-0.000000,-0.000000
-0.000093,0.000036,9.799980,0.000000,-0.000000,-0.000000
0.000045,-0.000002,9.800073,0.000000,-0.000000,-0.000000
0.000070,-0.000013,9.799934,0.000000,-0.000000,-0.000000
0.000043,0.000029,9.799997,0.000000,-0.000000,-0.000000
0.000031,-0.000020,9.799939,0.000000,-0.000000,-0.000000
0.000003,0.000018,9.800028,0.000000,-0.000000,-0.000000
-0.000062,-0.000037,9.799983,0.000000,-0.000000,-0.000000
0.000069,0.000032,9.800052,0.000000,-0.000000,-0.000000
-0.000027,0.000011,9.799906,-0.000000,0.000000,-0.000000
0.000010,-0.000060,9.799993,0.000000,-0.000000,-0.000000
-0.000011,-0.000041,9.800081,0.000000,-0.000000,-0.000000
0.000056,0.000065,9.800003,0.000000,-0.000000,-0.000000
-0.000036,-0.000020,9.799995,-0.000000,0.000000,-0.000000
-0.000086,-0.000014,9.799985,0.000000,-0.000000,-0.000000
0.000014,0.000038,9.800085,0.000000,-0.000000,-0.000000
-0.000082,0.000030,9.800092,0.000000,-0.000000,-0.000000
0.000016,-0.000036,9.800028,0.000000,-0.000000,-0.000000
-0.000058,-0.000016,9.800003,0.000000,-0.000000,-0.000000
-0.000051,0.000101,9.799969,-0.000000,0.000000,-0.000000
-0.000006,-0.000020,9.800055,0.000000,-0.000000,-0.000000
-0.000049,-0.000001,9.799940,-0.000000,0.000000,-0.000000
-0.000028,0.000066,9.799940,-0.000000,0.000000,-0.000000
0.000002,-0.000024,9.800044,0.000000,-0.000000,-0.000000
0.000045,-0.000042,9.799990,0.000000,-0.000000,-0.000000
-0.000026,-0.000060,9.799930,0.000000,-0.000000,-0.000000
-0.000084,0.000014,9.799962,0.000000,-0.000000,-0.000000
0.000063,-0.000003,9.800061,-0.000000,0.000000,-0.000000
0.000053,-0.000022,9.800107,0.000000,-0.000000,-0.000000
-0.000055,0.000078,9.799972,0.000000,-0.000000,-0.000000
-0.000055,0.000001,9.799966,0.000000,-0.000000,-0.000000
0.000029,-0.000084,9.800016,0.000000,-0.000000,-0.000000
0.000059,0.000045,9.799926,0.000000,-0.000000,-0.000000
-0.000068,-0.000019,9.799981,0.000000,-0.000000,-0.000000
0.000070,-0.000019,9.799931,0.000000,-0.000000,-0.000000
0.000063,-0.000022,9.800017,0.000000,-0.000000,-0.000000
-0.000004,0.000035,9.800042,0.000000,-0.000000,-0.000000
-0.000021,-0.000033,9.800032,0.000000,-0.000000,-0.000000
-0.000002,-0.000009,9.799965,-0.000000,0.000000,-0.000000
